model_id,name,author,likes,downloads,tags,parameters,pipeline_tag,last_modified
meta-llama/Llama-3.2-11B-Vision-Instruct,,,1483,375774,"transformers, safetensors, mllama, image-to-text, facebook, meta, pytorch, llama, llama-3, image-text-to-text, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, license:llama3.2, text-generation-inference, endpoints_compatible, region:us",11000000000.0,image-text-to-text,
microsoft/Phi-4-multimodal-instruct,,,1452,329276,"transformers, safetensors, phi4mm, text-generation, nlp, code, audio, automatic-speech-recognition, speech-summarization, speech-translation, visual-question-answering, phi-4-multimodal, phi, phi-4-mini, custom_code, multilingual, ar, zh, cs, da, nl, en, fi, fr, de, he, hu, it, ja, ko, no, pl, pt, ru, es, sv, th, tr, uk, arxiv:2503.01743, arxiv:2407.13833, license:mit, autotrain_compatible, region:us",,automatic-speech-recognition,
webui/ControlNet-modules-safetensors,,,1440,0,region:us,,,
apple/OpenELM,,,1436,0,"arxiv:2404.14619, license:other, region:us",,,
facebook/bart-large-mnli,,,1431,2934652,"transformers, pytorch, jax, rust, safetensors, bart, text-classification, zero-shot-classification, dataset:multi_nli, arxiv:1910.13461, arxiv:1909.00161, license:mit, autotrain_compatible, endpoints_compatible, region:us",,zero-shot-classification,
facebook/bart-large-cnn,,,1427,3178361,"transformers, pytorch, tf, jax, rust, safetensors, bart, text2text-generation, summarization, en, dataset:cnn_dailymail, arxiv:1910.13461, license:mit, model-index, autotrain_compatible, endpoints_compatible, region:us",,summarization,
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,,,1416,416096,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",32000000000.0,text-generation,
monster-labs/control_v1p_sd15_qrcode_monster,,,1409,56789,"diffusers, safetensors, stable-diffusion, controlnet, qrcode, en, license:openrail++, region:us",,,
deepseek-ai/DeepSeek-R1,,,12494,843787,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, fp8, region:us",,text-generation,
black-forest-labs/FLUX.1-dev,,,10918,1439124,"diffusers, safetensors, text-to-image, image-generation, flux, en, license:other, endpoints_compatible, diffusers:FluxPipeline, region:us",,text-to-image,
CompVis/stable-diffusion-v1-4,,,6871,3482531,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, arxiv:2207.12598, arxiv:2112.10752, arxiv:2103.00020, arxiv:2205.11487, arxiv:1910.09700, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
stabilityai/stable-diffusion-xl-base-1.0,,,6734,2401253,"diffusers, onnx, safetensors, text-to-image, stable-diffusion, arxiv:2307.01952, arxiv:2211.01324, arxiv:2108.01073, arxiv:2112.10752, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",,text-to-image,
meta-llama/Meta-Llama-3-8B,,,6250,314152,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, license:llama3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",8000000000.0,text-generation,
bigscience/bloom,,,4920,3818,"transformers, pytorch, tensorboard, safetensors, bloom, text-generation, ak, ar, as, bm, bn, ca, code, en, es, eu, fon, fr, gu, hi, id, ig, ki, kn, lg, ln, ml, mr, ne, nso, ny, or, pa, pt, rn, rw, sn, st, sw, ta, te, tn, ts, tum, tw, ur, vi, wo, xh, yo, zh, zu, arxiv:2211.05100, arxiv:1909.08053, arxiv:2110.02861, arxiv:2108.12409, doi:10.57967/hf/0003, license:bigscience-bloom-rail-1.0, model-index, co2_eq_emissions, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
stabilityai/stable-diffusion-3-medium,,,4801,13422,"diffusion-single-file, text-to-image, stable-diffusion, en, arxiv:2403.03206, license:other, region:us",,text-to-image,
hexgrad/Kokoro-82M,,,4675,1503133,"text-to-speech, en, arxiv:2306.07691, arxiv:2203.02395, base_model:yl4579/StyleTTS2-LJSpeech, base_model:finetune:yl4579/StyleTTS2-LJSpeech, doi:10.57967/hf/4329, license:apache-2.0, region:us",,text-to-speech,
openai/whisper-large-v3,,,4649,3052116,"transformers, pytorch, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, endpoints_compatible, region:us",,automatic-speech-recognition,
meta-llama/Llama-2-7b-chat-hf,,,4499,1043239,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, conversational, en, arxiv:2307.09288, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
mistralai/Mixtral-8x7B-Instruct-v0.1,,,4492,387691,"transformers, safetensors, mixtral, text-generation, conversational, fr, it, de, es, en, base_model:mistralai/Mixtral-8x7B-v0.1, base_model:finetune:mistralai/Mixtral-8x7B-v0.1, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
meta-llama/Llama-2-7b,,,4367,0,"facebook, meta, pytorch, llama, llama-2, text-generation, en, arxiv:2307.09288, license:llama2, region:us",7000000000.0,text-generation,
meta-llama/Llama-3.1-8B-Instruct,,,4311,6252541,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, base_model:meta-llama/Llama-3.1-8B, base_model:finetune:meta-llama/Llama-3.1-8B, license:llama3.1, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",8000000000.0,text-generation,
black-forest-labs/FLUX.1-schnell,,,4095,651488,"diffusers, safetensors, text-to-image, image-generation, flux, en, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, region:us",,text-to-image,
meta-llama/Meta-Llama-3-8B-Instruct,,,4073,1484139,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, license:llama3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",8000000000.0,text-generation,
stabilityai/stable-diffusion-2-1,,,4010,959890,"diffusers, safetensors, stable-diffusion, text-to-image, arxiv:2112.10752, arxiv:2202.00512, arxiv:1910.09700, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
deepseek-ai/DeepSeek-V3,,,3916,419211,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2412.19437, autotrain_compatible, text-generation-inference, endpoints_compatible, fp8, region:us",,text-generation,
mistralai/Mistral-7B-v0.1,,,3885,491165,"transformers, pytorch, safetensors, mistral, text-generation, pretrained, en, arxiv:2310.06825, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
lllyasviel/ControlNet-v1-1,,,3876,0,"license:openrail, region:us",,,
WarriorMama777/OrangeMixs,,,3849,2205,"diffusers, stable-diffusion, text-to-image, dataset:Nerfgun3/bad_prompt, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
lllyasviel/ControlNet,,,3727,0,"license:openrail, region:us",,,
sentence-transformers/all-MiniLM-L6-v2,,,3677,88362912,"sentence-transformers, pytorch, tf, rust, onnx, safetensors, openvino, bert, feature-extraction, sentence-similarity, transformers, en, dataset:s2orc, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:code_search_net, dataset:search_qa, dataset:eli5, dataset:snli, dataset:multi_nli, dataset:wikihow, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/sentence-compression, dataset:embedding-data/flickr30k-captions, dataset:embedding-data/altlex, dataset:embedding-data/simple-wiki, dataset:embedding-data/QQP, dataset:embedding-data/SPECTER, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/WikiAnswers, arxiv:1904.06472, arxiv:2102.07033, arxiv:2104.08727, arxiv:1704.05179, arxiv:1810.09305, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,sentence-similarity,
deepseek-ai/Janus-Pro-7B,,,3458,105070,"transformers, pytorch, multi_modality, muiltimodal, text-to-image, unified-model, any-to-any, arxiv:2501.17811, license:mit, endpoints_compatible, region:us",7000000000.0,any-to-any,
microsoft/phi-2,,,3364,722452,"transformers, safetensors, phi, text-generation, nlp, code, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
google/gemma-7b,,,3182,73221,"transformers, safetensors, gguf, gemma, text-generation, arxiv:2305.14314, arxiv:2312.11805, arxiv:2009.03300, arxiv:1905.07830, arxiv:1911.11641, arxiv:1904.09728, arxiv:1905.10044, arxiv:1907.10641, arxiv:1811.00937, arxiv:1809.02789, arxiv:1911.01547, arxiv:1705.03551, arxiv:2107.03374, arxiv:2108.07732, arxiv:2110.14168, arxiv:2304.06364, arxiv:2206.04615, arxiv:1804.06876, arxiv:2110.08193, arxiv:2009.11462, arxiv:2101.11718, arxiv:1804.09301, arxiv:2109.07958, arxiv:2203.09509, license:gemma, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
prompthero/openjourney,,,3141,8428,"diffusers, safetensors, stable-diffusion, text-to-image, en, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
stabilityai/stable-video-diffusion-img2vid-xt,,,3098,162444,"diffusers, safetensors, image-to-video, license:other, diffusers:StableVideoDiffusionPipeline, region:us",,image-to-video,
deepseek-ai/DeepSeek-V3-0324,,,3000,535192,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2412.19437, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, fp8, region:us",,text-generation,
stabilityai/stable-diffusion-3.5-large,,,2996,111882,"diffusers, safetensors, text-to-image, stable-diffusion, en, arxiv:2403.03206, license:other, diffusers:StableDiffusion3Pipeline, region:us",,text-to-image,
bigcode/starcoder,,,2881,17593,"transformers, pytorch, safetensors, gpt_bigcode, text-generation, code, dataset:bigcode/the-stack-dedup, arxiv:1911.02150, arxiv:2205.14135, arxiv:2207.14255, arxiv:2305.06161, license:bigcode-openrail-m, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
coqui/XTTS-v2,,,2873,2255317,"coqui, text-to-speech, license:other, region:us",,text-to-speech,
mistralai/Mistral-7B-Instruct-v0.2,,,2866,1665908,"transformers, pytorch, safetensors, mistral, text-generation, finetuned, conversational, arxiv:2310.06825, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
THUDM/chatglm-6b,,,2862,2330,"transformers, pytorch, chatglm, glm, thudm, custom_code, zh, en, arxiv:2103.10360, arxiv:2210.02414, arxiv:2406.12793, endpoints_compatible, region:us",6000000000.0,,
openai-community/gpt2,,,2845,14812861,"transformers, pytorch, tf, jax, tflite, rust, onnx, safetensors, gpt2, text-generation, exbert, en, doi:10.57967/hf/0039, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
CompVis/stable-diffusion-v-1-4-original,,,2807,0,"stable-diffusion, text-to-image, arxiv:2207.12598, arxiv:2112.10752, arxiv:2103.00020, arxiv:2205.11487, arxiv:1910.09700, license:creativeml-openrail-m, region:us",,text-to-image,
Qwen/QwQ-32B,,,2804,222357,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2412.15115, base_model:Qwen/Qwen2.5-32B, base_model:finetune:Qwen/Qwen2.5-32B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",32000000000.0,text-generation,
nari-labs/Dia-1.6B,,,2635,95047,"safetensors, model_hub_mixin, pytorch_model_hub_mixin, text-to-speech, en, arxiv:2305.09636, license:apache-2.0, region:us",1600000000.0,text-to-speech,
openai/whisper-large-v3-turbo,,,2498,3268452,"transformers, safetensors, whisper, automatic-speech-recognition, audio, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, base_model:openai/whisper-large-v3, base_model:finetune:openai/whisper-large-v3, license:mit, endpoints_compatible, region:us",,automatic-speech-recognition,
hakurei/waifu-diffusion,,,2444,3978,"diffusers, safetensors, stable-diffusion, text-to-image, en, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
meta-llama/Llama-3.3-70B-Instruct,,,2434,464616,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, fr, it, pt, hi, es, th, de, arxiv:2204.05149, base_model:meta-llama/Llama-3.1-70B, base_model:finetune:meta-llama/Llama-3.1-70B, license:llama3.3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",70000000000.0,text-generation,
stabilityai/sdxl-turbo,,,2431,238694,"diffusers, onnx, safetensors, text-to-image, license:other, autotrain_compatible, diffusers:StableDiffusionXLPipeline, region:us",,text-to-image,
tiiuae/falcon-40b,,,2430,11541,"transformers, pytorch, safetensors, falcon, text-generation, custom_code, en, de, es, fr, dataset:tiiuae/falcon-refinedweb, arxiv:2205.14135, arxiv:1911.02150, arxiv:2101.00027, arxiv:2005.14165, arxiv:2104.09864, arxiv:2306.01116, license:apache-2.0, autotrain_compatible, text-generation-inference, region:us",40000000000.0,text-generation,
google-bert/bert-base-uncased,,,2344,58367408,"transformers, pytorch, tf, jax, rust, coreml, onnx, safetensors, bert, fill-mask, exbert, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1810.04805, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,fill-mask,
xai-org/grok-1,,,2328,316,"grok, grok-1, text-generation, license:apache-2.0, region:us",,text-generation,
perplexity-ai/r1-1776,,,2281,102488,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, base_model:deepseek-ai/DeepSeek-R1, base_model:finetune:deepseek-ai/DeepSeek-R1, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
deepseek-ai/DeepSeek-R1-0528,,,2276,327097,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, fp8, region:us",,text-generation,
BAAI/bge-m3,,,2202,4070017,"sentence-transformers, pytorch, onnx, xlm-roberta, feature-extraction, sentence-similarity, arxiv:2402.03216, arxiv:2004.04906, arxiv:2106.14807, arxiv:2107.05720, arxiv:2004.12832, license:mit, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,sentence-similarity,
meta-llama/Llama-2-70b-chat-hf,,,2192,48090,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, conversational, en, arxiv:2307.09288, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",70000000000.0,text-generation,
sesame/csm-1b,,,2136,30212,"safetensors, csm, text-to-speech, en, license:apache-2.0, region:us",1000000000.0,text-to-speech,
microsoft/phi-4,,,2110,462237,"transformers, safetensors, phi3, text-generation, phi, nlp, math, code, chat, conversational, en, arxiv:2412.08905, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
meta-llama/Llama-2-7b-hf,,,2102,634067,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, en, arxiv:2307.09288, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
ByteDance/SDXL-Lightning,,,2052,56128,"diffusers, text-to-image, stable-diffusion, arxiv:2402.13929, license:openrail++, region:us",,text-to-image,
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,,,2051,269233,"transformers, safetensors, llama, text-generation, nvidia, llama3.1, conversational, en, dataset:nvidia/HelpSteer2, arxiv:2410.01257, arxiv:2405.01481, arxiv:2406.08673, base_model:meta-llama/Llama-3.1-70B-Instruct, base_model:finetune:meta-llama/Llama-3.1-70B-Instruct, license:llama3.1, autotrain_compatible, text-generation-inference, region:us",70000000000.0,text-generation,
THUDM/chatglm2-6b,,,2050,696866,"transformers, pytorch, chatglm, glm, thudm, custom_code, zh, en, arxiv:2103.10360, arxiv:2210.02414, arxiv:1911.02150, arxiv:2406.12793, endpoints_compatible, region:us",6000000000.0,,
lllyasviel/sd_control_collection,,,2008,0,region:us,,,
meta-llama/Llama-3.2-1B,,,1988,3528874,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1000000000.0,text-generation,
tencent/HunyuanVideo,,,1979,1749,"text-to-video, arxiv:2412.03603, arxiv:2405.07719, license:other, region:us",,text-to-video,
databricks/dolly-v2-12b,,,1956,4086,"transformers, pytorch, gpt_neox, text-generation, en, dataset:databricks/databricks-dolly-15k, license:mit, autotrain_compatible, text-generation-inference, region:us",12000000000.0,text-generation,
stabilityai/stable-diffusion-xl-refiner-1.0,,,1929,472740,"diffusers, safetensors, stable-diffusion, image-to-image, arxiv:2307.01952, arxiv:2211.01324, arxiv:2108.01073, arxiv:2112.10752, license:openrail++, diffusers:StableDiffusionXLImg2ImgPipeline, region:us",,image-to-image,
stabilityai/stable-diffusion-2,,,1898,203687,"diffusers, safetensors, stable-diffusion, text-to-image, arxiv:2202.00512, arxiv:2112.10752, arxiv:1910.09700, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
Qwen/Qwen2.5-Coder-32B-Instruct,,,1897,109973,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-32B, base_model:finetune:Qwen/Qwen2.5-Coder-32B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",32000000000.0,text-generation,
mistralai/Mistral-7B-Instruct-v0.3,,,1895,1195451,"transformers, safetensors, mistral, text-generation, conversational, base_model:mistralai/Mistral-7B-v0.3, base_model:finetune:mistralai/Mistral-7B-v0.3, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
briaai/RMBG-1.4,,,1818,480687,"transformers, pytorch, onnx, safetensors, SegformerForSemanticSegmentation, image-segmentation, remove background, background, background-removal, Pytorch, vision, legal liability, transformers.js, custom_code, license:other, region:us",,image-segmentation,
openai/clip-vit-large-patch14,,,1801,11116334,"transformers, pytorch, tf, jax, safetensors, clip, zero-shot-image-classification, vision, arxiv:2103.00020, arxiv:1908.04913, endpoints_compatible, region:us",,zero-shot-image-classification,
Lightricks/LTX-Video,,,1779,482931,"diffusers, safetensors, ltx-video, image-to-video, en, license:other, diffusers:LTXPipeline, region:us",,image-to-video,
mistralai/Mistral-7B-Instruct-v0.1,,,1752,158531,"transformers, pytorch, safetensors, mistral, text-generation, finetuned, conversational, arxiv:2310.06825, base_model:mistralai/Mistral-7B-v0.1, base_model:finetune:mistralai/Mistral-7B-v0.1, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
HuggingFaceH4/zephyr-7b-beta,,,1744,396812,"transformers, pytorch, safetensors, mistral, text-generation, generated_from_trainer, conversational, en, dataset:HuggingFaceH4/ultrachat_200k, dataset:HuggingFaceH4/ultrafeedback_binarized, arxiv:2305.18290, arxiv:2310.16944, arxiv:2305.14233, arxiv:2310.01377, base_model:mistralai/Mistral-7B-v0.1, base_model:finetune:mistralai/Mistral-7B-v0.1, license:mit, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
openai/whisper-large-v2,,,1743,209831,"transformers, pytorch, tf, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, endpoints_compatible, region:us",,automatic-speech-recognition,
CohereLabs/c4ai-command-r-plus,,,1742,2930,"transformers, safetensors, cohere, text-generation, conversational, en, fr, de, es, it, pt, ja, ko, zh, ar, doi:10.57967/hf/3138, license:cc-by-nc-4.0, autotrain_compatible, text-generation-inference, region:us",,text-generation,
Qwen/QwQ-32B-Preview,,,1736,28235,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-32B-Instruct, base_model:finetune:Qwen/Qwen2.5-32B-Instruct, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",32000000000.0,text-generation,
mistralai/Mixtral-8x7B-v0.1,,,1728,58566,"transformers, safetensors, mixtral, text-generation, moe, fr, it, de, es, en, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",7000000000.0,text-generation,
h94/IP-Adapter-FaceID,,,1726,264904,"diffusers, text-to-image, stable-diffusion, en, arxiv:2308.06721, region:us",,text-to-image,
mattshumer/Reflection-Llama-3.1-70B,,,1712,1086,"transformers, safetensors, llama, text-generation, conversational, base_model:meta-llama/Llama-3.1-70B-Instruct, base_model:finetune:meta-llama/Llama-3.1-70B-Instruct, license:llama3.1, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",70000000000.0,text-generation,
dreamlike-art/dreamlike-photoreal-2.0,,,1708,10480,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, photorealistic, photoreal, en, license:other, autotrain_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
Qwen/Qwen2.5-Omni-7B,,,1707,115999,"transformers, safetensors, qwen2_5_omni, multimodal, any-to-any, en, arxiv:2503.20215, license:other, endpoints_compatible, region:us",7000000000.0,any-to-any,
black-forest-labs/FLUX.1-Kontext-dev,,,1706,294847,"diffusers, safetensors, image-generation, flux, diffusion-single-file, image-to-image, en, arxiv:2506.15742, license:other, diffusers:FluxKontextPipeline, region:us",,image-to-image,
meta-llama/Llama-3.1-8B,,,1695,727783,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, license:llama3.1, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",8000000000.0,text-generation,
microsoft/OmniParser,,,1677,1395,"transformers, safetensors, blip-2, image-to-text, image-text-to-text, arxiv:2408.00203, license:mit, endpoints_compatible, region:us",,image-text-to-text,
deepseek-ai/DeepSeek-V3-Base,,,1661,117546,"safetensors, deepseek_v3, custom_code, arxiv:2412.19437, fp8, region:us",,,
microsoft/Phi-3-mini-128k-instruct,,,1654,503274,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
meta-llama/Llama-3.2-3B-Instruct,,,1598,1610490,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",3000000000.0,text-generation,
microsoft/Florence-2-large,,,1596,879200,"transformers, pytorch, florence2, text-generation, vision, image-text-to-text, custom_code, arxiv:2311.06242, license:mit, autotrain_compatible, region:us",,image-text-to-text,
2Noise/ChatTTS,,,1586,1066,"chat_tts, safetensors, text-to-audio, license:cc-by-nc-4.0, region:us",,text-to-audio,
gsdf/Counterfeit-V2.5,,,1573,12704,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,text-to-image,
mistralai/Mistral-Nemo-Instruct-2407,,,1560,93720,"transformers, safetensors, mistral, text-generation, conversational, en, fr, de, es, it, pt, ru, zh, ja, base_model:mistralai/Mistral-Nemo-Base-2407, base_model:finetune:mistralai/Mistral-Nemo-Base-2407, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,text-generation,
tencent/Hunyuan3D-2,,,1548,172612,"hunyuan3d-2, diffusers, safetensors, image-to-3d, text-to-3d, en, zh, arxiv:2501.12202, arxiv:2411.02293, license:other, region:us",,image-to-3d,
EleutherAI/gpt-j-6b,,,1506,141082,"transformers, pytorch, tf, jax, gptj, text-generation, causal-lm, en, dataset:EleutherAI/pile, arxiv:2104.09864, arxiv:2101.00027, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",6000000000.0,text-generation,
stepfun-ai/GOT-OCR2_0,,,1501,73692,"safetensors, GOT, got, vision-language, ocr2.0, custom_code, image-text-to-text, multilingual, arxiv:2409.01704, arxiv:2405.14295, arxiv:2312.06109, license:apache-2.0, region:us",,image-text-to-text,
google/gemma-3-27b-it,,,1498,327698,"transformers, safetensors, gemma3, image-text-to-text, conversational, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-27b-pt, base_model:finetune:google/gemma-3-27b-pt, license:gemma, text-generation-inference, endpoints_compatible, region:us",27000000000.0,image-text-to-text,
xinsir/controlnet-union-sdxl-1.0,,,1490,171931,"diffusers, safetensors, Text-to-Image, ControlNet, Diffusers, Stable Diffusion, text-to-image, license:apache-2.0, region:us",,text-to-image,
meta-llama/Meta-Llama-3-70B-Instruct,,,1487,55892,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, base_model:meta-llama/Meta-Llama-3-70B, base_model:finetune:meta-llama/Meta-Llama-3-70B, license:llama3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",70000000000.0,text-generation,
